minute,hh:mm,name,age,gender,occupation,prefecture,income_jpy,channel,category,sku,price_jpy,impulse,reason
1365,22:45,井上 正樹_523,36,男,工場勤務,東京都23区,4380000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1240,20:40,清水 結衣,76,女,パート,神奈川県,1760000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,夜のリラックス中に / 通勤新調
1295,21:35,清水 結衣,76,女,パート,神奈川県,1760000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,1,夜のリラックス中に / 備蓄
685,11:25,伊藤 樹,26,男,会社員,東京都23区,2880000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,勤務中こっそり / 週末カジュアル
1000,16:40,伊藤 樹,26,男,会社員,東京都23区,2880000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,0,勤務中こっそり / 新色気になって
1155,19:15,伊藤 樹,26,男,会社員,東京都23区,2880000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,985,0,夕食後にカートを処理 / PayPayキャンペーン
1260,21:00,伊藤 樹,26,男,会社員,東京都23区,2880000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
665,11:05,小林 杏,58,女,会社員,神奈川県,4470000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,0,勤務中こっそり / リラックス
805,13:25,小林 杏,58,女,会社員,神奈川県,4470000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,勤務中こっそり / ストック補充
820,13:40,小林 杏,58,女,会社員,神奈川県,4470000,メルカリ,ホビー,ポケモンカード SV6a スカーレットex 1BOX,7864,0,勤務中こっそり / 再販分
1375,22:55,小林 杏,58,女,会社員,神奈川県,4470000,Amazon,食品,KIRIN 自然が磨いた天然水 2L x 9本,1380,1,寝る前に思い立って / 備蓄
1140,19:00,松本 彩花_527,41,女,飲食店,神奈川県,5540000,メルカリ,ホビー,【美品】鬼滅の刃 全巻セット 1-23巻,8826,0,夕食後にカートを処理 / 一気読み用
1170,19:30,松本 彩花_527,41,女,飲食店,神奈川県,5540000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3899,0,夕食後にカートを処理 / まとめ買いお得
1210,20:10,松本 彩花_527,41,女,飲食店,神奈川県,5540000,Amazon,日用品,LION クリニカ アドバンテージ ハミガキ 130g x 3,1255,0,夕食後にカートを処理 / 安心のリピート
1240,20:40,松本 彩花_527,41,女,飲食店,神奈川県,5540000,Amazon,書籍,ジェイソン流お金の増やし方,1430,1,夜のリラックス中に / 計画通り
1150,19:10,橋本 蓮,57,男,飲食店,東京都23区,3870000,MUJI passport,アパレル,無印良品 縦横ストレッチ 細身パンツ 黒 32inch,3990,0,夕食後にカートを処理 / 通勤用
1285,21:25,橋本 蓮,57,男,飲食店,東京都23区,3870000,honto,電子書籍,hontoポイント 1000円分,1000,1,夜のリラックス中に / 次回用ポイント購入
1300,21:40,橋本 蓮,57,男,飲食店,東京都23区,3870000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,夜のリラックス中に / 原書チャレンジ
1360,22:40,橋本 蓮,57,男,飲食店,東京都23区,3870000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,夜のリラックス中に / 冬支度
455,07:35,山崎 葵_529,43,女,会社員,茨城県,5660000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1496,1,通勤中ふと思い出して / ポイント10倍
1165,19:25,山崎 葵_529,43,女,会社員,茨城県,5660000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,夕食後にカートを処理 / 通勤新調
1210,20:10,山崎 葵_529,43,女,会社員,茨城県,5660000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,夜のリラックス中に / リラックス
1240,20:40,山崎 葵_529,43,女,会社員,茨城県,5660000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
1255,20:55,山崎 葵_529,43,女,会社員,茨城県,5660000,iHerb,サプリ,Now Foods マルチビタミン ADAM 90粒,2880,1,夜のリラックス中に / 夫向け
1320,22:00,山崎 葵_529,43,女,会社員,茨城県,5660000,Oisix,食品,Oisix おうちレストラン 旬の野菜セット,3980,1,夜のリラックス中に / 週末まとめ
1375,22:55,山崎 葵_529,43,女,会社員,茨城県,5660000,honto,電子書籍,hontoポイント 1000円分,1000,1,寝る前に思い立って / 次回用ポイント購入
1190,19:50,中村 義男,23,男,販売員,神奈川県,2680000,honto,電子書籍,hontoポイント 1000円分,1000,0,夕食後にカートを処理 / 次回用ポイント購入
1220,20:20,中村 義男,23,男,販売員,神奈川県,2680000,Amazon,食品,カルビー フルグラ 800g x 3,2911,0,夕食後にカートを処理 / 朝食まとめ
1340,22:20,中村 義男,23,男,販売員,神奈川県,2680000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
1345,22:25,中村 義男,23,男,販売員,神奈川県,2680000,ZOZOTOWN,アパレル,SLY オーバーサイズ スウェット M ベージュ,8800,1,夜のリラックス中に / 韓国っぽい
1000,16:40,田中 大翔_531,59,男,会社員,東京都市部,4160000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,998,0,勤務中こっそり / 安心のリピート
1075,17:55,田中 大翔_531,59,男,会社員,東京都市部,4160000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,0,勤務中こっそり / おやつストック
1265,21:05,田中 大翔_531,59,男,会社員,東京都市部,4160000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1037,1,夜のリラックス中に / PayPayキャンペーン
1310,21:50,田中 大翔_531,59,男,会社員,東京都市部,4160000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1023,1,夜のリラックス中に / PayPayキャンペーン
1085,18:05,池田 結衣,48,女,会社員,東京都23区,3240000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,通勤中ふと思い出して / リラックス
1095,18:15,池田 結衣,48,女,会社員,東京都23区,3240000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,通勤中ふと思い出して / 原書チャレンジ
1235,20:35,池田 結衣,48,女,会社員,東京都23区,3240000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,1,夜のリラックス中に / ストック補充
1290,21:30,池田 結衣,48,女,会社員,東京都23区,3240000,Amazon,食品,カゴメ 野菜一日これ一本 200ml x 24本,2667,1,夜のリラックス中に / 朝の野菜
1345,22:25,池田 結衣,48,女,会社員,東京都23区,3240000,Oisix,食品,Kit Oisix 牛肉と野菜のチンジャオロース 2人前,1580,1,夜のリラックス中に / 今夜の献立
450,07:30,加藤 智也,34,男,会社員,東京都市部,4320000,楽天市場,食品,台湾カステラ 6個セット,2746,1,通勤中ふと思い出して / 話題スイーツ
760,12:40,加藤 智也,34,男,会社員,東京都市部,4320000,honto,書籍,看護管理2025年4月号,2090,0,ランチ食べながら / 仕事用
1165,19:25,加藤 智也,34,男,会社員,東京都市部,4320000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1577,0,夕食後にカートを処理 / ポイント10倍
1255,20:55,加藤 智也,34,男,会社員,東京都市部,4320000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,1,夜のリラックス中に / ZOZO特集
1280,21:20,加藤 智也,34,男,会社員,東京都市部,4320000,Amazon,書籍,成瀬は天下を取りに行く (新潮社),1705,1,夜のリラックス中に / 本屋大賞
495,08:15,清水 健太,28,男,パート,東京都23区,1130000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,朝の準備中ふと / 夏定番
1155,19:15,清水 健太,28,男,パート,東京都23区,1130000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,0,夕食後にカートを処理 / 週末カジュアル
450,07:30,長谷川 葵,43,女,販売員,茨城県,5160000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,朝の準備中ふと / 花粉対策
690,11:30,長谷川 葵,43,女,販売員,茨城県,5160000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,勤務中こっそり / 夏前リピート
1130,18:50,長谷川 葵,43,女,販売員,茨城県,5160000,Amazon,コーヒー,STARBUCKS ハウス ブレンド ホール 250g,1397,0,勤務中こっそり / 切らした
1240,20:40,長谷川 葵,43,女,販売員,茨城県,5160000,honto,電子書籍,hontoポイント 1000円分,1000,1,夜のリラックス中に / 次回用ポイント購入
1295,21:35,長谷川 葵,43,女,販売員,茨城県,5160000,iHerb,サプリ,Solgar 鉄分 25mg 90粒,1806,1,夜のリラックス中に / 貧血対策
1320,22:00,長谷川 葵,43,女,販売員,茨城県,5160000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3130,1,夜のリラックス中に / PayPay祭
500,08:20,清水 綾,29,女,会社員,東京都23区,2720000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,0,勤務中こっそり / 冬支度
1100,18:20,清水 綾,29,女,会社員,東京都23区,2720000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,通勤中ふと思い出して / 新色気になって
1240,20:40,清水 綾,29,女,会社員,東京都23区,2720000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,1,夜のリラックス中に / サブスクで色々試したい
1265,21:05,清水 綾,29,女,会社員,東京都23区,2720000,Amazon,サブスク,Amazon Prime 年会費 (1年),5900,1,夜のリラックス中に / 年次自動更新
455,07:35,田中 克彦,61,男,会社員,茨城県,5380000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,1,通勤中ふと思い出して / 計画通り
1045,17:25,田中 克彦,61,男,会社員,茨城県,5380000,honto,書籍,看護管理2025年4月号,2090,0,勤務中こっそり / 安心のリピート
770,12:50,佐藤 千尋,63,女,パート,神奈川県,1550000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,20350,0,勤務中こっそり / 新品より安い
1215,20:15,佐藤 千尋,63,女,パート,神奈川県,1550000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,0,夕食後にカートを処理 / 通勤新調
430,07:10,前田 達也,48,男,会社員,東京都23区,7910000,Amazon,電子書籍,Kindle 進撃の巨人 最終34巻,538,0,朝の準備中ふと / シリーズ完結
925,15:25,前田 達也,48,男,会社員,東京都23区,7910000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,998,0,勤務中こっそり / PayPayキャンペーン
1085,18:05,前田 達也,48,男,会社員,東京都23区,7910000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,通勤中ふと思い出して / 冬支度
1105,18:25,前田 達也,48,男,会社員,東京都23区,7910000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3643,1,通勤中ふと思い出して / まとめ買いお得
1180,19:40,前田 達也,48,男,会社員,東京都23区,7910000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,夕食後にカートを処理 / 夏定番
1325,22:05,前田 達也,48,男,会社員,東京都23区,7910000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1330,22:10,前田 達也,48,男,会社員,東京都23区,7910000,honto,電子書籍,hontoポイント 1000円分,1000,1,夜のリラックス中に / 次回用ポイント購入
430,07:10,斎藤 翼,37,男,飲食店,東京都23区,2980000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,朝の準備中ふと / 花粉対策
1160,19:20,斎藤 翼,37,男,飲食店,東京都23区,2980000,Yodobashi.com,ゲーム,Nintendo Switch 2 ソフト 「マリオカートワールド」,9980,0,夕食後にカートを処理 / 発売日購入
1245,20:45,斎藤 翼,37,男,飲食店,東京都23区,2980000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3007,1,夜のリラックス中に / 安心のリピート
1310,21:50,斎藤 翼,37,男,飲食店,東京都23区,2980000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,1,夜のリラックス中に / 安心のリピート
370,06:10,木村 和也,66,男,主婦・主夫,神奈川県,1020000,Amazon,電子書籍,Kindle ハイキュー!! 文庫版 1-3巻セット,1980,0,朝の準備中ふと / 懐かしい
1155,19:15,木村 和也,66,男,主婦・主夫,神奈川県,1020000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,0,夕食後にカートを処理 / 技術書
615,10:15,小林 ハル_542,53,女,販売員,東京都23区,4200000,iHerb,食品,California Gold ナッツミックス 907g,2612,0,勤務中こっそり / 間食用
1195,19:55,小林 ハル_542,53,女,販売員,東京都23区,4200000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / ストック補充
1305,21:45,小林 ハル_542,53,女,販売員,東京都23区,4200000,Amazon,書籍,世界一流エンジニアの思考法 (文春新書),990,1,夜のリラックス中に / 話題本
1325,22:05,小林 ハル_542,53,女,販売員,東京都23区,4200000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,958,1,夜のリラックス中に / PayPayキャンペーン
1355,22:35,小林 ハル_542,53,女,販売員,東京都23区,4200000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,948,1,夜のリラックス中に / 安心のリピート
550,09:10,高橋 結愛_543,69,女,退職,東京都市部,1570000,Amazon,書籍,達人プログラマー 第2版 (オーム社),3520,1,朝のゆっくり時間に / 安心のリピート
815,13:35,高橋 結愛_543,69,女,退職,東京都市部,1570000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,お昼のひと息に / 夏前リピート
505,08:25,鈴木 桜,73,女,退職,埼玉県,3210000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,朝のゆっくり時間に / 通勤新調
550,09:10,鈴木 桜,73,女,退職,埼玉県,3210000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,982,1,朝のゆっくり時間に / PayPayキャンペーン
1130,18:50,山崎 悠人,30,男,公務員,東京都23区,8090000,iHerb,化粧品,CeraVe フェイシャル モイスチャライザー 89ml,2653,0,夕食後にカートを処理 / 海外定番
1190,19:50,山崎 悠人,30,男,公務員,東京都23区,8090000,Amazon,書籍,ジェイソン流お金の増やし方,1430,0,夕食後にカートを処理 / 投資勉強
1215,20:15,山崎 悠人,30,男,公務員,東京都23区,8090000,ZOZOTOWN,アパレル,steven alan 別注 ボーダー T ホワイト x ネイビー,7700,1,夜のリラックス中に / ZOZO特集
1245,20:45,山崎 悠人,30,男,公務員,東京都23区,8090000,ZOZOTOWN,シューズ,CONVERSE All Star OX 黒 25cm,6600,1,夜のリラックス中に / 定番補充
1345,22:25,山崎 悠人,30,男,公務員,東京都23区,8090000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,夜のリラックス中に / 夏定番
410,06:50,石川 樹,36,男,公務員,東京都23区,5020000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,朝の準備中ふと / 夏前リピート
465,07:45,石川 樹,36,男,公務員,東京都23区,5020000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,1,通勤中ふと思い出して / 夏定番
570,09:30,石川 樹,36,男,公務員,東京都23区,5020000,Yodobashi.com,電化製品,シャープ プラズマクラスター イオン発生機 IG-NX15,18800,0,勤務中こっそり / 花粉対策
1150,19:10,石川 樹,36,男,公務員,東京都23区,5020000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / ストック補充
1260,21:00,石川 樹,36,男,公務員,東京都23区,5020000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1400,23:20,石川 樹,36,男,公務員,東京都23区,5020000,Amazon,日用品,クイックル ワイパー 立体吸着 ウェット 32枚,1087,1,寝る前に思い立って / リピート
1040,17:20,長谷川 克彦,77,男,退職,茨城県,2400000,MUJI passport,家具,無印良品 ポリエステル 綿フランネル こたつ布団,9990,1,午後のくつろぎ中に / 冬支度
1285,21:25,長谷川 克彦,77,男,退職,茨城県,2400000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,3122,1,TVショッピング見て / PayPay祭
1115,18:35,加藤 拓海,31,男,看護師,神奈川県,3220000,メルカリ,アパレル,【美品】UNIQLO x JW Anderson コラボ ニット L,3528,1,通勤中ふと思い出して / コラボ品再入手
1180,19:40,加藤 拓海,31,男,看護師,神奈川県,3220000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1784,0,夕食後にカートを処理 / ポイント10倍
1280,21:20,加藤 拓海,31,男,看護師,神奈川県,3220000,ZOZOTOWN,アパレル,SLY オーバーサイズ スウェット M ベージュ,8800,1,夜のリラックス中に / 韓国っぽい
1350,22:30,加藤 拓海,31,男,看護師,神奈川県,3220000,Uniqlo online,アパレル,感動パンツ ウルトラライト ストレッチ ストレート (ブラック 32inch),3990,1,寝る前に思い立って / 通勤新調
1365,22:45,加藤 拓海,31,男,看護師,神奈川県,3220000,Amazon,電子書籍,Kindle 三体III 死神永生 上,1820,1,寝る前に思い立って / 話題のSF
850,14:10,前田 和也,21,男,パート,群馬県,840000,Amazon,日用品,ファブリーズ 衣類消臭スプレー 370ml x 2,1000,0,勤務中こっそり / 切らした
1295,21:35,前田 和也,21,男,パート,群馬県,840000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,1,夜のリラックス中に / リラックス
485,08:05,清水 貴志_550,26,男,工場勤務,群馬県,4250000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,朝の準備中ふと / 夏前リピート
1155,19:15,清水 貴志_550,26,男,工場勤務,群馬県,4250000,メルカリ,本,【美品】コンサル一年目が学ぶこと,1054,0,夕食後にカートを処理 / 後輩から推薦
1160,19:20,清水 貴志_550,26,男,工場勤務,群馬県,4250000,ZOZOTOWN,アパレル,BEAMS HEART リネン ジャケット 7号,14300,0,夕食後にカートを処理 / コーデ用
1260,21:00,清水 貴志_550,26,男,工場勤務,群馬県,4250000,ZOZOTOWN,アパレル,nano universe テーパード パンツ 9号,11000,1,夜のリラックス中に / オフィス用
1295,21:35,清水 貴志_550,26,男,工場勤務,群馬県,4250000,Amazon,日用品,クイックル ワイパー 立体吸着 ウェット 32枚,957,1,夜のリラックス中に / リピート
695,11:35,林 京子,62,女,フリーランス,茨城県,3900000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3870,0,仕事の合間に / まとめ買いお得
740,12:20,林 京子,62,女,フリーランス,茨城県,3900000,honto,書籍,看護管理2025年4月号,2090,0,ランチ食べながら / 仕事用
970,16:10,佐藤 美咲_552,62,女,教員,神奈川県,4980000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,0,勤務中こっそり / 安心のリピート
1280,21:20,佐藤 美咲_552,62,女,教員,神奈川県,4980000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,夜のリラックス中に / 安心のリピート
785,13:05,田中 節子,21,女,販売員,茨城県,1270000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,0,ランチ食べながら / サブスクで色々試したい
1185,19:45,田中 節子,21,女,販売員,茨城県,1270000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,22612,0,夕食後にカートを処理 / 新品より安い
425,07:05,池田 杏,30,女,教員,茨城県,5100000,楽天市場,化粧品,資生堂 マキアージュ ドラマティック ジェリー BB,3605,0,朝の準備中ふと / ポイント祭
780,13:00,池田 杏,30,女,教員,茨城県,5100000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,0,勤務中こっそり / サブスクで色々試したい
1100,18:20,池田 杏,30,女,教員,茨城県,5100000,メチャカリ,アパレル,メチャカリ ベーシックプラン 月額,3278,1,通勤中ふと思い出して / サブスクで色々試したい
1230,20:30,池田 杏,30,女,教員,茨城県,5100000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,夜のリラックス中に / 週末カジュアル
1325,22:05,池田 杏,30,女,教員,茨城県,5100000,楽天市場,食品,北海道産 ホタテ貝柱 1kg 訳あり,7581,1,夜のリラックス中に / ポイント10倍
1395,23:15,池田 杏,30,女,教員,茨城県,5100000,ZOZOTOWN,アパレル,BEAMS HEART リネン ジャケット 7号,14300,1,寝る前に思い立って / コーデ用
1000,16:40,山本 美咲,47,女,工場勤務,千葉県,4600000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3867,0,勤務中こっそり / まとめ買いお得
1010,16:50,山本 美咲,47,女,工場勤務,千葉県,4600000,Amazon,電化製品,Anker 737 Power Bank 24000mAh 140W,20530,0,勤務中こっそり / 出張用
1245,20:45,山本 美咲,47,女,工場勤務,千葉県,4600000,メルカリ,本,【美品】コンサル一年目が学ぶこと,1124,1,夜のリラックス中に / 計画通り
1325,22:05,山本 美咲,47,女,工場勤務,千葉県,4600000,Uniqlo online,アパレル,ヒートテック クルーネックT 極暖 (グレー M),1990,1,夜のリラックス中に / 計画通り
1345,22:25,山本 美咲,47,女,工場勤務,千葉県,4600000,楽天市場,食品,讃岐うどん 半生 太麺 1kg,1345,1,夜のリラックス中に / 在庫補充
605,10:05,岡田 雄太,50,男,会社員,東京都市部,5410000,MUJI passport,日用品,無印良品 アロマオイル ラベンダー 10ml,1190,0,勤務中こっそり / リラックス
830,13:50,岡田 雄太,50,男,会社員,東京都市部,5410000,honto,書籍,看護管理2025年4月号,2090,0,勤務中こっそり / 仕事用
1100,18:20,岡田 雄太,50,男,会社員,東京都市部,5410000,Amazon,日用品,LION クリニカ アドバンテージ ハミガキ 130g x 3,1243,1,通勤中ふと思い出して / まとめ買い
1210,20:10,岡田 雄太,50,男,会社員,東京都市部,5410000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1075,1,夜のリラックス中に / 安心のリピート
1260,21:00,岡田 雄太,50,男,会社員,東京都市部,5410000,MUJI passport,日用品,無印良品 ポリプロピレン収納ケース 引出式M,1490,1,夜のリラックス中に / 整理用
1270,21:10,岡田 雄太,50,男,会社員,東京都市部,5410000,楽天市場,食品,台湾カステラ 6個セット,2521,1,夜のリラックス中に / 話題スイーツ
660,11:00,吉田 彩花,33,女,会社員,群馬県,5290000,Amazon,書籍,成瀬は天下を取りに行く (新潮社),1705,0,勤務中こっそり / 本屋大賞
800,13:20,吉田 彩花,33,女,会社員,群馬県,5290000,楽天市場,食品,讃岐うどん 半生 太麺 1kg,1467,0,勤務中こっそり / 在庫補充
970,16:10,吉田 彩花,33,女,会社員,群馬県,5290000,Amazon,日用品,アタック ZERO 抗菌プラス 詰替 720g,407,0,勤務中こっそり / ストック切れ
1170,19:30,吉田 彩花,33,女,会社員,群馬県,5290000,honto,書籍,夜は短し歩けよ乙女 (角川文庫),770,0,夕食後にカートを処理 / 再読
1285,21:25,吉田 彩花,33,女,会社員,群馬県,5290000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
415,06:55,山崎 雅人,45,男,公務員,東京都市部,7230000,Yahoo!ショッピング,日用品,レノア 本格消臭 詰替 1320ml,1019,0,朝の準備中ふと / 安心のリピート
465,07:45,山崎 雅人,45,男,公務員,東京都市部,7230000,Yahoo!ショッピング,日用品,除菌洗剤 業務用 4L,2713,1,通勤中ふと思い出して / PayPay祭
575,09:35,山崎 雅人,45,男,公務員,東京都市部,7230000,Amazon,電化製品,Logicool MX Master 3S ワイヤレスマウス,16004,0,勤務中こっそり / 計画通り
695,11:35,山崎 雅人,45,男,公務員,東京都市部,7230000,honto,書籍,看護管理2025年4月号,2090,0,勤務中こっそり / 計画通り
1260,21:00,山崎 雅人,45,男,公務員,東京都市部,7230000,honto,電子書籍,hontoポイント 1000円分,1000,1,夜のリラックス中に / 次回用ポイント購入
1275,21:15,山崎 雅人,45,男,公務員,東京都市部,7230000,MUJI passport,食品,無印良品 不揃いバウム メープル 5袋,1390,1,夜のリラックス中に / 計画通り
470,07:50,伊藤 樹_559,30,男,会社員,千葉県,5650000,ZOZOTOWN,アパレル,BEAMS HEART リネン ジャケット 7号,14300,1,通勤中ふと思い出して / コーデ用
700,11:40,伊藤 樹_559,30,男,会社員,千葉県,5650000,楽天市場,食品,台湾カステラ 6個セット,2496,0,勤務中こっそり / 話題スイーツ
1145,19:05,伊藤 樹_559,30,男,会社員,千葉県,5650000,Yodobashi.com,ゲーム,Nintendo Switch 2 ソフト 「マリオカートワールド」,9980,0,夕食後にカートを処理 / 発売日購入
1300,21:40,伊藤 樹_559,30,男,会社員,千葉県,5650000,iHerb,食品,California Gold ナッツミックス 907g,2593,1,夜のリラックス中に / 間食用
1345,22:25,伊藤 樹_559,30,男,会社員,千葉県,5650000,Uniqlo online,アパレル,エアリズム コットン クルーネックT 半袖 (ネイビー L),1290,1,夜のリラックス中に / 夏前リピート
1395,23:15,伊藤 樹_559,30,男,会社員,千葉県,5650000,Uniqlo online,アパレル,リネンブレンド オープンカラー シャツ 半袖 (オフホワイト L),3990,1,寝る前に思い立って / 週末カジュアル
765,12:45,渡辺 亮,26,男,会社員,茨城県,2830000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,ランチ食べながら / 安心のリピート
1135,18:55,渡辺 亮,26,男,会社員,茨城県,2830000,ZOZOTOWN,アパレル,nano universe テーパード パンツ 9号,11000,0,夕食後にカートを処理 / オフィス用
1220,20:20,渡辺 亮,26,男,会社員,茨城県,2830000,ZOZOTOWN,アパレル,SLY オーバーサイズ スウェット M ベージュ,8800,1,夜のリラックス中に / 安心のリピート
1395,23:15,渡辺 亮,26,男,会社員,茨城県,2830000,ZOZOTOWN,シューズ,New Balance 327 グレー x ホワイト 24cm,12100,1,寝る前に思い立って / 新色気になって
535,08:55,吉田 莉子,71,女,退職,神奈川県,1990000,メルカリ,中古品,【動作確認済】Sony WH-1000XM4 黒 中古,20283,1,朝のゆっくり時間に / 安心のリピート
1270,21:10,吉田 莉子,71,女,退職,神奈川県,1990000,honto,書籍,THE THREE-BODY PROBLEM (English),2980,1,TVショッピング見て / 安心のリピート
775,12:55,森 誠,51,男,会社員,東京都23区,6450000,楽天市場,日用品,除菌できるウェットティッシュ 100枚 x 8パック,1832,0,ランチ食べながら / ポイント10倍
785,13:05,森 誠,51,男,会社員,東京都23区,6450000,Amazon,コーヒー,STARBUCKS ハウス ブレンド ホール 250g,1392,0,勤務中こっそり / 切らした
1135,18:55,森 誠,51,男,会社員,東京都23区,6450000,MUJI passport,アパレル,無印良品 オーガニックコットン Vネック 半袖T 白 M,1490,0,夕食後にカートを処理 / 安心のリピート
1185,19:45,森 誠,51,男,会社員,東京都23区,6450000,MUJI passport,食品,無印良品 素材を生かしたカレー グリーン,350,0,夕食後にカートを処理 / 安心のリピート
695,11:35,伊藤 美穂,46,女,主婦・主夫,東京都23区,1470000,楽天市場,日用品,コストコ カークランド トイレットペーパー 30ロール,3621,0,用事の合間に / まとめ買いお得
