id,name,age,gender,occupation,prefecture,lat,lng,income_jpy,wfh,n_purchases_today,spend_today_jpy
617,伊藤 健太_617,47,男,会社員,東京都市部,35.70439,139.49133,9670000,0,7,56456
618,前田 颯太_618,24,男,会社員,茨城県,36.1034,140.09595,3120000,0,5,25302
619,吉田 和也,58,男,会社員,東京都市部,35.69842,139.54392,6740000,0,5,9305
620,小林 杏,30,女,会社員,東京都23区,35.72339,139.75766,7210000,0,5,23388
621,渡辺 亮_621,25,男,販売員,千葉県,35.36822,139.91215,2070000,0,4,18923
622,井上 和也,40,男,経営者・役員,東京都市部,35.52742,139.42919,10830000,0,4,38610
623,伊藤 桜,70,女,工場勤務,神奈川県,35.4564,139.37421,4040000,0,2,2490
624,山本 由美_624,49,女,会社員,東京都23区,35.74773,139.66035,6030000,0,5,40817
625,松本 健太_625,23,男,飲食店,東京都23区,35.7555,139.80274,2040000,0,4,18628
626,山崎 悦子,42,女,ITエンジニア,埼玉県,35.96117,139.59657,8050000,1,6,17217
627,佐藤 節子,31,女,会社員,茨城県,36.19364,140.3078,2760000,0,4,7413
628,藤田 陽菜,36,女,会社員,東京都市部,35.67199,139.56603,3940000,0,5,17241
629,前田 彩花,29,女,飲食店,東京都23区,35.74663,139.79171,2200000,0,4,17235
630,佐藤 陽菜,26,女,公務員,千葉県,35.78692,140.31518,5220000,0,7,34440
631,吉田 結愛,26,女,会社員,群馬県,36.26314,138.89312,6300000,0,5,11959
632,森 湊,20,男,大学生,神奈川県,35.41473,139.49764,800000,0,2,5894
633,池田 結衣,71,女,工場勤務,神奈川県,35.61525,139.58046,1700000,0,2,4844
634,山本 悠人,71,男,工場勤務,神奈川県,35.32412,139.55701,2670000,0,1,3990
635,前田 理恵,35,女,会社員,東京都市部,35.72577,139.5465,6770000,0,6,83127
636,藤田 大翔_636,51,男,会社員,東京都23区,35.69622,139.63505,2360000,0,4,3420
637,木村 美咲_637,70,女,退職,神奈川県,35.55245,139.38965,2300000,0,2,4127
638,石川 樹,41,男,会社員,千葉県,35.85548,139.96526,6740000,0,6,18884
639,山口 杏_639,49,女,主婦・主夫,茨城県,36.32265,140.00233,1900000,0,4,5837
640,佐々木 千尋_640,45,女,会社員,神奈川県,35.33334,139.4254,3850000,0,5,10874
641,井上 杏,58,女,飲食店,神奈川県,35.54535,139.51911,6440000,0,6,14399
642,伊藤 杏_642,20,女,大学生,神奈川県,35.52071,139.43638,800000,0,2,2770
643,森 莉子,78,女,退職,千葉県,35.78033,140.3437,2810000,0,2,4270
644,山田 翔,72,男,退職,神奈川県,35.33398,139.48415,2490000,0,2,5810
645,池田 拓海_645,35,男,販売員,東京都23区,35.72302,139.78208,2320000,0,4,13601
646,佐藤 克彦,42,男,会社員,東京都23区,35.65872,139.64922,6690000,0,5,7800
647,佐々木 結衣,55,女,販売員,埼玉県,35.89966,139.7726,3250000,0,5,21490
648,斎藤 彩花_648,53,女,教員,東京都23区,35.71069,139.65809,4690000,0,5,10696
649,山崎 葵,68,女,飲食店,栃木県,36.56505,139.88531,4830000,0,2,4891
650,山口 千尋,51,女,会社員,埼玉県,35.93663,139.4717,4880000,0,5,12830
651,藤田 雅人_651,74,男,パート,神奈川県,35.33543,139.4229,2190000,0,2,3518
652,山田 智也,34,男,会社員,神奈川県,35.51733,139.6004,5700000,0,5,24799
653,山本 貴志_653,49,男,会社員,東京都23区,35.77047,139.7795,4320000,0,5,19972
654,池田 芽依,58,女,主婦・主夫,埼玉県,35.87328,139.7844,1550000,0,4,10040
655,藤田 悦子_655,46,女,会社員,栃木県,36.31387,139.58816,7710000,0,6,31425
656,渡辺 智子_656,53,女,会社員,東京都23区,35.6888,139.88198,4560000,0,4,8404
657,前田 結愛,78,女,パート,神奈川県,35.52752,139.4249,2100000,0,2,3604
658,橋本 翼,25,男,デザイナー,埼玉県,35.78793,139.58235,6040000,1,6,34762
659,森 義男,79,男,退職,東京都23区,35.7522,139.73281,2620000,0,2,3336
660,橋本 悠人,40,男,会社員,神奈川県,35.54412,139.4285,7810000,0,6,15310
661,佐々木 湊,27,男,会社員,東京都23区,35.68987,139.64539,4260000,0,5,31649
662,山口 智子,65,女,工場勤務,東京都23区,35.73982,139.70727,2550000,0,2,6291
663,後藤 悦子,28,女,看護師,東京都市部,35.70101,139.42772,4050000,0,5,29534
664,岡田 誠,70,男,退職,東京都23区,35.73959,139.72575,2050000,0,2,3768
665,松本 和也_665,27,男,会社員,東京都23区,35.70667,139.71773,1970000,0,4,13933
666,高橋 蓮_666,40,男,会社員,千葉県,35.7585,139.90509,4730000,0,5,9400
667,山本 ハル,47,女,飲食店,東京都市部,35.64469,139.54524,4380000,0,4,8724
668,高橋 颯太_668,22,男,大学生,東京都23区,35.70877,139.70225,800000,0,2,10475
669,井上 美穂_669,62,女,会社員,埼玉県,35.9758,139.75884,2760000,0,2,12601
670,吉田 彩花,44,女,会社員,東京都23区,35.61441,139.72933,4300000,0,5,8164
671,伊藤 正樹,62,男,公務員,群馬県,36.41637,139.33282,2610000,0,2,1585
672,藤田 智也_672,66,男,退職,神奈川県,35.36736,139.19797,1640000,0,2,4990
673,前田 陽菜,51,女,教員,茨城県,36.5793,140.64873,6980000,0,5,5800
674,松本 孝雄_674,29,男,工場勤務,神奈川県,35.5989,139.5853,2070000,0,4,14566
675,佐々木 智子,71,女,主婦・主夫,東京都市部,35.67798,139.30565,1780000,0,2,1542
676,林 由美,76,女,工場勤務,東京都23区,35.63484,139.69611,2480000,0,2,2056
677,高橋 亮_677,51,男,会社員,千葉県,35.70505,139.98588,6490000,0,5,12875
678,吉田 節子,39,女,会社員,神奈川県,35.47059,139.55457,5230000,0,5,9835
679,石川 浩二,58,男,会社員,東京都23区,35.57394,139.71874,4600000,0,4,7335
680,小林 節子,77,女,工場勤務,神奈川県,35.33772,139.35581,2980000,0,2,3450
681,中村 義男_681,50,男,販売員,群馬県,36.2641,139.07688,2460000,0,3,8220
682,清水 綾_682,54,女,会社員,千葉県,35.64416,140.08713,4670000,0,5,8289
683,林 陽菜,69,女,退職,神奈川県,35.39843,139.5333,2860000,0,2,2780
684,長谷川 蓮_684,27,男,会社員,埼玉県,35.98129,139.58827,3200000,0,5,23880
685,小林 智也_685,48,男,会社員,東京都市部,35.6704,139.31664,8750000,0,4,49267
686,池田 彩花_686,77,女,パート,東京都23区,35.74687,139.72764,2200000,0,2,10299
687,加藤 湊_687,75,男,主婦・主夫,埼玉県,35.92485,139.48183,1420000,0,2,7980
688,松本 麻衣,23,女,会社員,神奈川県,35.33249,139.50586,2290000,0,4,28431
689,佐藤 綾,61,女,ITエンジニア,埼玉県,35.86475,139.65235,4840000,1,2,21951
690,後藤 義男_690,36,男,販売員,千葉県,35.85534,139.9809,3380000,0,5,35232
691,前田 智也,32,男,飲食店,東京都市部,35.69553,139.56467,6590000,0,5,30661
692,加藤 由美,54,女,会社員,埼玉県,35.79661,139.48376,3960000,0,4,7136
693,田中 綾_693,78,女,主婦・主夫,東京都23区,35.65668,139.68542,1490000,0,2,2631
694,佐々木 葵_694,45,女,飲食店,東京都23区,35.71805,139.78296,4180000,0,5,8500
695,井上 健太,66,男,退職,東京都市部,35.63968,139.46186,1410000,0,2,3929
696,松本 陽翔,65,男,工場勤務,茨城県,36.39457,140.53946,3140000,0,2,6986
697,清水 理恵,40,女,フリーランス,茨城県,36.30756,139.98304,5680000,1,6,19057
698,田中 達也_698,34,男,教員,東京都23区,35.72646,139.7187,3680000,0,4,48400
699,伊藤 和也_699,53,男,販売員,東京都23区,35.72047,139.88664,2600000,0,4,7725
700,林 正樹,21,男,大学生,神奈川県,35.41261,139.50451,800000,0,2,2774
701,藤田 蓮,44,男,会社員,千葉県,35.96691,139.86332,6600000,0,5,16297
702,伊藤 京子,60,女,会社員,千葉県,35.7166,139.93078,3320000,0,2,13980
703,林 綾_703,32,女,会社員,東京都23区,35.62849,139.6712,5820000,0,7,32514
704,前田 亮,25,男,公務員,東京都市部,35.63481,139.51238,4110000,0,5,52744
705,田中 亮,62,男,販売員,千葉県,35.85142,139.97852,1540000,0,2,4830
706,岡田 杏,51,女,フリーランス,東京都23区,35.56452,139.70073,5960000,1,5,19140
707,前田 大翔_707,78,男,退職,神奈川県,35.60748,139.53063,2270000,0,2,3403
708,林 拓海,24,男,会社員,埼玉県,35.94183,139.66906,3450000,0,5,17828
709,佐藤 美穂,77,女,パート,東京都23区,35.71546,139.86958,1420000,0,2,7155
710,吉田 葵,18,女,大学生,栃木県,36.30179,139.8017,840000,0,2,9090
711,長谷川 大翔,20,男,パート,東京都23区,35.6483,139.65919,800000,0,2,7980
712,山崎 ハル,61,女,工場勤務,栃木県,36.44057,139.99906,4110000,0,3,6857
713,林 蓮,44,男,会社員,神奈川県,35.43404,139.64561,5140000,0,5,13115
714,後藤 結衣,61,女,主婦・主夫,東京都市部,35.68863,139.51572,970000,0,2,3960
715,鈴木 悦子,38,女,会社員,東京都23区,35.68772,139.8113,4680000,0,5,25448
716,長谷川 雄太,78,男,飲食店,神奈川県,35.57654,139.65259,3130000,0,2,4786
717,松本 雄太,67,男,飲食店,群馬県,36.31205,138.98147,2590000,0,2,9739
718,橋本 翔,60,男,公務員,千葉県,35.72209,140.10263,5020000,0,2,4308
719,清水 桜_719,38,女,販売員,千葉県,35.65047,140.08875,4200000,0,5,25160
720,中村 美咲_720,42,女,ITエンジニア,千葉県,35.77834,139.9114,9200000,1,6,73167
721,鈴木 彩,64,女,会社員,群馬県,36.63137,139.03568,4480000,0,2,16884
722,池田 克彦_722,73,男,工場勤務,神奈川県,35.49665,139.68887,4680000,0,2,5980
723,前田 翔,34,男,飲食店,千葉県,35.96253,139.88063,3370000,0,5,42710
724,鈴木 美穂_724,66,女,主婦・主夫,神奈川県,35.4395,139.37364,1320000,0,2,3599
725,渡辺 樹,35,男,公務員,群馬県,36.40018,139.32586,6360000,0,6,27495
726,森 ハル,75,女,退職,東京都23区,35.72122,139.63886,1780000,0,2,4555
727,小林 悠人,34,男,会社員,東京都23区,35.7266,139.86635,3130000,0,5,9616
728,橋本 雅人,23,男,デザイナー,埼玉県,35.81621,139.7835,2600000,1,4,15529
729,清水 誠,64,男,ITエンジニア,神奈川県,35.44357,139.36675,7290000,1,3,3300
730,佐々木 颯太_730,43,男,デザイナー,東京都23区,35.66422,139.65976,6600000,1,7,20077
731,林 雅人,71,男,主婦・主夫,東京都市部,35.68384,139.40033,2270000,0,2,3915
732,森 綾_732,50,女,飲食店,千葉県,35.68773,140.02549,3530000,0,5,24059
733,石川 雅人,41,男,公務員,神奈川県,35.59723,139.51812,5270000,0,5,11056
734,中村 貴志,55,男,経営者・役員,千葉県,35.65483,140.09521,8040000,0,5,80994
735,山田 克彦,34,男,飲食店,神奈川県,35.50864,139.67805,5730000,0,6,29613
736,山口 陽翔,49,男,教員,東京都市部,35.54567,139.43695,6130000,0,4,6887
737,林 莉子,29,女,主婦・主夫,東京都23区,35.66364,139.74595,1180000,0,2,2743
738,長谷川 心春_738,64,女,主婦・主夫,千葉県,35.63589,140.10433,920000,0,2,7202
739,前田 孝雄,56,男,主婦・主夫,神奈川県,35.34739,139.60779,1590000,0,4,6738
740,森 蓮,26,男,飲食店,東京都市部,35.71228,139.4075,2760000,0,4,15300
741,佐藤 悦子,42,女,主婦・主夫,栃木県,36.56055,139.75414,2040000,0,4,12233
742,高橋 桜,33,女,主婦・主夫,群馬県,36.40599,139.35233,1790000,0,4,9171
743,木村 智也,31,男,フリーランス,東京都23区,35.74228,139.65098,3440000,1,5,24030
744,伊藤 芽依_744,59,女,デザイナー,東京都23区,35.74052,139.64802,4690000,1,5,27687
745,加藤 悦子,79,女,退職,東京都市部,35.67163,139.31784,2210000,0,2,7755
746,松本 凛_746,74,女,飲食店,千葉県,35.78366,139.92302,2210000,0,2,8308
747,石川 拓海_747,32,男,教員,神奈川県,35.56465,139.37781,8420000,0,5,68476
748,後藤 彩,74,女,主婦・主夫,茨城県,35.90749,140.01919,1190000,0,2,7980
749,田中 芽依_749,25,女,販売員,東京都23区,35.75034,139.70119,2230000,0,4,11660
750,鈴木 誠,63,男,フリーランス,埼玉県,36.14654,139.37817,2890000,1,2,4907
751,井上 翔,27,男,工場勤務,東京都23区,35.7705,139.81489,2330000,0,4,11817
752,橋本 美咲_752,37,女,看護師,栃木県,36.34472,139.45765,4900000,0,5,18889
753,鈴木 美咲,43,女,飲食店,東京都23区,35.71942,139.6194,4710000,0,5,9639
754,石川 由美,19,女,大学生,茨城県,36.32461,139.99452,800000,0,2,7155
755,佐藤 雄太_755,50,男,フリーランス,東京都23区,35.60894,139.74369,4150000,1,5,19888
756,池田 湊,70,男,退職,栃木県,36.87671,140.01523,2220000,0,2,1418
757,藤田 理恵,31,女,会社員,東京都23区,35.62733,139.66247,2520000,0,4,32879
758,鈴木 貴志_758,70,男,退職,神奈川県,35.3496,139.40293,2350000,0,2,2272
759,前田 杏_759,34,女,会社員,東京都23区,35.71527,139.78192,4060000,0,5,14998
760,伊藤 美咲,23,女,工場勤務,埼玉県,35.90334,139.57407,1680000,0,4,11451
761,松本 陽菜,32,女,会社員,茨城県,36.4164,140.52787,5190000,0,6,12430
762,山崎 莉子_762,20,女,大学生,埼玉県,35.83576,139.39824,800000,0,2,3460
763,後藤 亮,33,男,会社員,神奈川県,35.55932,139.53606,4080000,0,5,17560
764,吉田 葵_764,61,女,会社員,千葉県,35.68886,139.97826,3200000,0,2,3887
765,林 亮,23,男,ITエンジニア,東京都23区,35.77743,139.79316,2870000,1,4,43472
766,木村 理恵,44,女,公務員,茨城県,35.91063,140.19367,10410000,0,6,37453
767,小林 智也_767,51,男,飲食店,東京都23区,35.72706,139.79213,3470000,0,5,13630
768,林 陽菜_768,28,女,教員,埼玉県,35.80761,139.67472,4650000,0,5,37264
769,池田 結衣_769,51,女,会社員,東京都23区,35.57864,139.72228,5280000,0,5,9822
770,山本 桜_770,61,女,経営者・役員,東京都23区,35.69149,139.65547,15810000,0,2,3917
771,森 智也_771,33,男,公務員,東京都市部,35.71453,139.46242,4720000,0,5,17938
772,後藤 雅人,40,男,フリーランス,東京都23区,35.7361,139.64796,4420000,1,5,18734
773,佐々木 美穂,62,女,教員,茨城県,35.89545,140.03842,6770000,0,2,7007
774,斎藤 克彦,41,男,看護師,東京都市部,35.67403,139.55797,2800000,0,4,6271
775,清水 浩二_775,49,男,ITエンジニア,神奈川県,35.5203,139.44309,7800000,1,6,68753
776,佐々木 陽菜,43,女,飲食店,東京都市部,35.69259,139.51418,1460000,0,2,1690
777,加藤 莉子_777,24,女,会社員,茨城県,36.40201,140.53988,2850000,0,4,16070
778,石川 克彦_778,41,男,経営者・役員,東京都23区,35.69694,139.76418,10060000,0,5,11563
779,石川 悠人,57,男,販売員,神奈川県,35.59464,139.62106,5170000,0,5,10547
780,吉田 翼_780,50,男,会社員,栃木県,36.39013,139.73823,4440000,0,4,7360
781,藤田 大翔_781,32,男,会社員,神奈川県,35.58544,139.63304,4470000,0,5,24052
782,松本 達也,64,男,工場勤務,栃木県,36.81823,139.94256,2200000,0,2,3659
783,木村 雅人_783,52,男,デザイナー,東京都23区,35.77949,139.80804,7420000,1,6,15526
784,斎藤 雄太,61,男,会社員,千葉県,35.72793,140.11344,2730000,0,2,7127
785,前田 結衣,25,女,会社員,埼玉県,35.80418,139.56344,3430000,0,5,41520
786,山本 誠,47,男,ITエンジニア,東京都23区,35.78416,139.80532,8320000,1,6,14152
787,佐藤 義男_787,74,男,退職,東京都23区,35.73178,139.72714,1830000,0,2,5380
788,石川 正樹,57,男,飲食店,神奈川県,35.43663,139.36622,2850000,0,4,16009
789,藤田 美咲,61,女,経営者・役員,茨城県,36.37249,140.48125,6520000,0,1,2794
790,伊藤 杏_790,52,女,会社員,東京都23区,35.74742,139.8292,4940000,0,5,5724
791,松本 雄太_791,65,男,パート,埼玉県,35.80942,139.59493,970000,0,1,1290
792,斎藤 芽依_792,27,女,飲食店,群馬県,36.39317,139.06621,4220000,0,5,26354
793,山本 和也,38,男,会社員,神奈川県,35.3251,139.52404,4920000,0,5,17330
794,山口 陽翔_794,23,男,飲食店,東京都市部,35.71497,139.46373,1600000,0,4,10584
795,山口 雅人,40,男,会社員,神奈川県,35.57637,139.3756,4510000,0,5,21950
796,鈴木 翼_796,63,男,フリーランス,群馬県,36.31109,139.01172,2520000,1,2,3133
797,山口 貴志_797,43,男,デザイナー,茨城県,36.08294,140.12122,5210000,1,7,12979
798,藤田 由美,50,女,会社員,栃木県,36.3364,139.45223,2960000,0,3,2538
799,林 理恵,71,女,退職,茨城県,35.97796,140.13861,2390000,0,2,7695
800,山田 健太_800,65,男,飲食店,栃木県,36.31373,139.78297,5420000,0,2,3910
801,藤田 智也_801,46,男,工場勤務,東京都23区,35.68818,139.68643,5080000,0,7,18862
802,前田 湊,53,男,工場勤務,神奈川県,35.47466,139.5779,3650000,0,5,25912
803,石川 大翔,39,男,飲食店,東京都23区,35.66997,139.70797,4340000,0,5,13376
804,鈴木 綾_804,43,女,会社員,東京都市部,35.71483,139.46509,6630000,0,5,16014
805,藤田 陽菜_805,30,女,会社員,茨城県,35.94933,139.98757,4620000,0,5,59580
806,斎藤 健太,72,男,工場勤務,東京都市部,35.68249,139.54265,3020000,0,2,4338
807,田中 和也_807,26,男,会社員,神奈川県,35.31889,139.544,4320000,0,5,44660
808,山本 千尋,69,女,パート,千葉県,35.36106,139.92369,1250000,0,2,6545
809,山本 和也_809,29,男,会社員,東京都市部,35.64201,139.58771,3540000,0,5,15147
810,森 杏,35,女,会社員,東京都市部,35.6461,139.55541,3450000,0,5,31063
811,後藤 陽翔_811,38,男,販売員,埼玉県,35.89115,139.62579,3260000,0,5,16960
812,長谷川 節子_812,54,女,工場勤務,東京都23区,35.67466,139.77504,2700000,0,2,8776
813,斎藤 麻衣,45,女,会社員,神奈川県,35.25153,139.15486,3940000,0,5,22824
814,渡辺 健太,38,男,会社員,東京都23区,35.69474,139.62959,7050000,0,6,20140
815,山崎 桜,52,女,会社員,茨城県,36.07183,140.10897,5120000,0,7,17346
816,岡田 美穂,78,女,退職,埼玉県,35.80468,139.55041,1790000,0,2,5424
817,林 義男_817,45,男,フリーランス,栃木県,36.57007,139.87479,5150000,1,7,12970
818,清水 陽翔_818,74,男,退職,東京都23区,35.70903,139.7764,2770000,0,2,3580
819,佐々木 亮_819,53,男,パート,神奈川県,35.55929,139.54286,1390000,0,2,7918
820,山本 智子,79,女,パート,神奈川県,35.30351,139.58019,1040000,0,2,5340
821,山田 樹_821,36,男,会社員,神奈川県,35.33505,139.49477,4640000,0,5,14915
822,加藤 京子_822,60,女,工場勤務,東京都23区,35.69816,139.80154,3300000,0,3,12258
823,田中 心春,67,女,退職,群馬県,36.33279,139.02417,2220000,0,2,3137
824,小林 蓮_824,64,男,パート,千葉県,35.65673,140.06873,1480000,0,2,6025
825,小林 颯太,58,男,工場勤務,茨城県,35.95554,139.97086,2700000,0,4,10154
826,清水 蓮,21,男,大学生,神奈川県,35.56555,139.51407,800000,0,2,9519
827,伊藤 麻衣_827,54,女,公務員,神奈川県,35.32796,139.48694,7890000,0,6,12241
828,山田 雄太_828,57,男,ITエンジニア,東京都23区,35.71636,139.8798,8010000,1,6,16940
829,山本 智子_829,37,女,主婦・主夫,栃木県,36.56406,139.88561,1790000,0,4,9343
830,藤田 陽菜_830,60,女,主婦・主夫,茨城県,36.07542,140.20522,960000,0,2,2170
831,石川 湊_831,36,男,フリーランス,埼玉県,35.9373,139.68187,6620000,1,6,24861
832,木村 颯太,37,男,ITエンジニア,千葉県,35.82711,140.15637,7560000,1,6,41535
833,山本 蓮,60,男,ITエンジニア,神奈川県,35.35636,139.48881,4900000,1,2,5372
834,吉田 義男,73,男,退職,東京都市部,35.69519,139.56745,2320000,0,2,4990
835,吉田 桜,34,女,パート,神奈川県,35.58692,139.65783,2250000,0,4,24292
836,石川 芽依,63,女,看護師,東京都23区,35.74122,139.83543,3700000,0,2,21573
837,小林 樹_837,43,男,会社員,東京都23区,35.6681,139.80861,5880000,0,5,7015
838,岡田 理恵,33,女,会社員,千葉県,35.68845,139.97406,4680000,0,5,13532
839,斎藤 節子_839,54,女,会社員,東京都23区,35.69639,139.75938,4100000,0,5,27207
840,加藤 貴志,18,男,パート,千葉県,35.6333,140.10157,850000,0,2,9190
841,藤田 智也_841,38,男,会社員,埼玉県,35.80148,139.46829,5540000,0,6,16399
842,山崎 拓海_842,50,男,販売員,埼玉県,35.94193,139.6291,3860000,0,5,9359
843,田中 悦子,45,女,飲食店,東京都市部,35.66604,139.2908,4140000,0,5,14368
844,高橋 結愛,73,女,工場勤務,埼玉県,35.8558,139.66213,1640000,0,3,8727
845,佐々木 樹_845,65,男,主婦・主夫,神奈川県,35.57158,139.57566,860000,0,2,3425
846,中村 理恵,27,女,会社員,千葉県,35.85434,139.88152,3880000,0,5,24676
847,後藤 彩_847,26,女,公務員,群馬県,36.39786,139.0697,4190000,0,5,20099
848,池田 颯太,22,男,大学生,埼玉県,35.8593,139.64474,800000,0,2,8525
849,池田 健太,24,男,フリーランス,神奈川県,35.5412,139.54464,2050000,1,4,12071
850,山田 颯太,70,男,退職,埼玉県,35.85349,139.41502,1570000,0,2,5380
851,佐々木 理恵_851,47,女,飲食店,茨城県,36.19036,139.7533,3790000,0,5,14165
852,加藤 雄太_852,29,男,教員,東京都23区,35.72594,139.76009,5370000,0,7,26464
853,吉田 結愛_853,29,女,工場勤務,千葉県,35.49268,140.10565,2520000,0,4,9041
854,池田 結愛,23,女,飲食店,神奈川県,35.57816,139.54999,1950000,0,4,29293
855,藤田 彩花,68,女,パート,神奈川県,35.4935,139.53723,1660000,0,3,8183
856,松本 達也_856,79,男,退職,栃木県,36.71776,139.6908,2760000,0,2,5399
857,伊藤 麻衣_857,30,女,主婦・主夫,千葉県,35.78139,139.89962,1860000,0,4,11084
858,中村 和也,32,男,ITエンジニア,神奈川県,35.4654,139.5417,7520000,1,7,37478
859,斎藤 ハル,35,女,会社員,東京都市部,35.53515,139.46713,4570000,0,5,47623
860,後藤 智子,68,女,主婦・主夫,神奈川県,35.42039,139.47608,800000,0,2,4871
861,石川 浩二_861,23,男,飲食店,神奈川県,35.31902,139.53099,2810000,0,4,32272
862,佐々木 達也_862,63,男,フリーランス,東京都23区,35.65388,139.64505,3630000,1,2,4990
863,山本 悦子,74,女,退職,千葉県,35.7721,139.89373,2960000,0,2,5370
864,池田 凛,42,女,ITエンジニア,埼玉県,35.78328,139.47296,10920000,1,6,63833
865,長谷川 結衣,64,女,ITエンジニア,茨城県,36.09165,140.1994,5670000,1,2,25014
866,森 正樹_866,68,男,退職,茨城県,36.59349,140.65005,2990000,0,2,1327
867,林 浩二_867,53,男,パート,埼玉県,35.90144,139.6411,1380000,0,2,4770
868,石川 結愛,23,女,看護師,神奈川県,35.34111,139.61159,1320000,0,2,4460
869,後藤 陽翔_869,70,男,飲食店,埼玉県,35.85959,139.64291,2170000,0,2,7980
870,高橋 亮_870,39,男,主婦・主夫,東京都23区,35.70603,139.65422,1450000,0,2,3280
871,吉田 ハル,18,女,パート,東京都23区,35.72837,139.78706,800000,0,2,3003
872,佐藤 結衣,32,女,主婦・主夫,茨城県,36.08805,140.09862,1670000,0,4,8659
873,山田 健太_873,61,男,会社員,千葉県,35.66234,139.90493,2910000,0,2,24865
874,石川 克彦_874,44,男,看護師,千葉県,35.7776,139.9289,4340000,0,5,10700
875,山口 結衣_875,25,女,会社員,神奈川県,35.5737,139.53407,3830000,0,5,20484
876,田中 大翔,64,男,会社員,群馬県,36.31029,139.18392,2770000,0,2,4202
877,橋本 陽翔_877,79,男,パート,神奈川県,35.45029,139.63201,1880000,0,3,8339
878,伊藤 孝雄,35,男,ITエンジニア,埼玉県,35.79916,139.47991,5720000,1,7,26801
879,藤田 節子_879,32,女,会社員,栃木県,36.6684,139.98732,4420000,0,5,13293
880,加藤 陽菜,56,女,会社員,栃木県,36.37458,139.72514,4190000,0,5,12556
881,渡辺 義男_881,71,男,退職,神奈川県,35.5912,139.39019,1950000,0,1,1490
882,後藤 美咲,20,女,パート,茨城県,36.59238,140.63483,960000,0,2,22801
883,小林 結愛,45,女,デザイナー,茨城県,35.97802,140.04359,5500000,1,7,18360
884,井上 陽菜_884,23,女,会社員,千葉県,35.49162,140.11118,2970000,0,4,25435
885,山田 節子,64,女,フリーランス,東京都23区,35.67915,139.69903,3200000,1,2,4449
886,渡辺 悠人,50,男,会社員,群馬県,36.2855,139.36888,4270000,0,5,13336
887,岡田 麻衣,23,女,飲食店,群馬県,36.40477,139.0858,1910000,0,4,10638
888,佐藤 由美_888,37,女,公務員,埼玉県,35.85454,139.64379,5890000,0,6,11899
889,前田 美穂_889,72,女,パート,東京都23区,35.73186,139.67096,2010000,0,2,2225
890,鈴木 美穂_890,72,女,飲食店,神奈川県,35.32921,139.41069,2650000,0,2,2680
891,吉田 結衣_891,69,女,飲食店,茨城県,35.8836,140.02135,2570000,0,3,7044
892,小林 綾,56,女,会社員,東京都23区,35.76686,139.7795,4050000,0,5,17144
893,前田 正樹,22,男,大学生,神奈川県,35.56318,139.3721,800000,0,2,5486
894,木村 翼_894,66,男,主婦・主夫,茨城県,36.08611,140.08785,940000,0,2,4552
895,橋本 智子_895,47,女,工場勤務,神奈川県,35.55899,139.54558,4060000,0,5,9227
896,中村 桜,50,女,主婦・主夫,神奈川県,35.32985,139.48406,1290000,0,2,7190
897,後藤 美咲_897,77,女,退職,東京都23区,35.65224,139.68108,1990000,0,2,4611
898,長谷川 芽依,24,女,会社員,神奈川県,35.33557,139.42096,2660000,0,4,13460
899,佐藤 正樹_899,55,男,販売員,東京都23区,35.72761,139.65068,4970000,0,5,9268
900,石川 亮_900,75,男,退職,群馬県,36.38643,139.08347,1860000,0,2,23134
901,前田 誠,76,男,主婦・主夫,神奈川県,35.43922,139.39397,1340000,0,2,4775
902,藤田 結愛_902,45,女,主婦・主夫,神奈川県,35.58262,139.63786,1040000,0,2,3280
903,林 義男_903,40,男,公務員,東京都市部,35.54197,139.44289,4760000,0,5,10616
904,佐々木 颯太_904,75,男,工場勤務,東京都23区,35.63233,139.6603,2730000,0,2,9364
905,長谷川 誠_905,52,男,会社員,千葉県,35.67905,139.98865,6930000,0,6,16361
906,鈴木 美穂_906,49,女,飲食店,神奈川県,35.56836,139.37144,4590000,0,5,10655
907,後藤 雄太,74,男,退職,東京都市部,35.64417,139.54459,3440000,0,2,5970
908,岡田 達也_908,25,男,会社員,神奈川県,35.26563,139.14699,3130000,0,4,9870
909,長谷川 誠_909,66,男,飲食店,東京都23区,35.64624,139.65899,3460000,0,2,40165
910,山口 結愛,37,女,主婦・主夫,群馬県,36.28031,139.39166,1430000,0,2,5970
911,渡辺 智也_911,34,男,工場勤務,埼玉県,35.84162,139.41451,4210000,0,5,37981
912,山崎 節子,63,女,販売員,東京都23区,35.55914,139.69709,5730000,0,2,4654
913,井上 麻衣_913,29,女,主婦・主夫,東京都市部,35.78882,139.2737,800000,0,2,7689
914,山口 結衣_914,39,女,会社員,東京都23区,35.73211,139.71882,2900000,0,4,10333
915,高橋 浩二,48,男,教員,東京都23区,35.70685,139.86909,4650000,0,5,27135
916,斎藤 翔,69,男,退職,神奈川県,35.55999,139.55068,2040000,0,3,4291
917,山本 悦子_917,78,女,退職,埼玉県,35.80961,139.4441,1340000,0,2,3370
918,林 京子,47,女,会社員,東京都市部,35.53833,139.4311,4060000,0,5,16792
919,田中 浩二_919,29,男,ITエンジニア,千葉県,35.86391,139.96545,5660000,1,5,10239
920,森 亮,64,男,会社員,神奈川県,35.56269,139.52661,3290000,0,2,5848
921,吉田 由美,66,女,工場勤務,東京都市部,35.65496,139.52898,3180000,0,2,5280
